ID_CLIENT,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,AGREEMENT_RK,TARGET,WORK_TIME,CREDIT,TERM,FST_PAYMENT,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,FAMILY_INCOME,PERSONAL_INCOME
106817964,53,1,Среднее,Состою в браке,3,0,1,0,Чувашия,Чувашия,Чувашия,0,0,74188593,0,168,14000,6,2000,3,3,от 10000 до 20000 руб.,7000
106817937,56,1,Среднее специальное,Состою в браке,1,0,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,0,74185348,1,84,11776,11,2078,1,1,от 10000 до 20000 руб.,7000
106814039,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,66405957,0,24,25999,6,5000,1,1,от 20000 до 50000 руб.,15000
106809888,22,0,Высшее,Не состоял в браке,0,0,1,0,Брянская область,Москва,Москва,1,0,62490841,0,12,18399,12,4600,1,1,свыше 50000 руб.,29000
106811759,38,0,Среднее специальное,Разведен(а),1,0,1,0,Приморский край,Приморский край,Приморский край,0,1,64280872,0,168,26900,6,2000,1,1,от 10000 до 20000 руб.,20000
106807573,25,0,Среднее,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,0,0,61454817,1,4,5857,6,1050,2,1,от 10000 до 20000 руб.,20000
106813679,25,1,Высшее,Не состоял в браке,0,0,1,0,Омская область,Омская область,Омская область,0,0,66083027,1,18,8435,6,1000,1,1,от 10000 до 20000 руб.,15000
106808909,38,1,Среднее специальное,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,0,0,62127708,0,18,23854,10,2651,1,0,от 10000 до 20000 руб.,10000
106815009,58,0,Среднее,Не состоял в браке,2,0,1,0,Алтайский край,Алтайский край,Алтайский край,1,1,66838498,0,24,16613,12,515,2,2,от 5000 до 10000 руб.,6000
106813089,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,Белгородская область,Белгородская область,Белгородская область,1,0,65206840,0,13,21615,10,4000,1,0,от 20000 до 50000 руб.,14000
106817984,57,1,Неполное среднее,Состою в браке,4,0,0,1,Башкирия,Башкирия,Башкирия,0,0,74191605,0,48,4940,3,0,1,1,от 10000 до 20000 руб.,4700
106811629,52,1,Среднее специальное,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,63991221,0,360,16670,12,2000,1,0,от 10000 до 20000 руб.,15000
106806777,32,0,Среднее специальное,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,61252461,0,144,7610,10,2510,1,0,от 10000 до 20000 руб.,14000
106812791,37,0,Среднее специальное,Состою в браке,2,0,1,0,Астраханская область,Астраханская область,Астраханская область,1,0,64848336,0,60,22830,12,6000,1,0,от 20000 до 50000 руб.,18000
106817389,43,1,Среднее,Состою в браке,1,1,1,0,Адыгея,Адыгея,Адыгея,0,0,73821864,0,96,34650,12,3850,3,2,от 10000 до 20000 руб.,12000
106811822,28,1,Высшее,Не состоял в браке,0,0,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,64342345,0,60,9180,6,1020,1,0,от 5000 до 10000 руб.,9000
106807714,65,1,Высшее,Состою в браке,3,0,1,1,Пермская область,Пермская область,Пермская область,1,0,61517598,0,24,35960,24,4000,1,0,от 20000 до 50000 руб.,15000
106807560,41,1,Среднее,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,Рязанская область,1,0,61451958,0,240,22000,9,2500,2,2,от 10000 до 20000 руб.,10000
106810701,47,0,Среднее специальное,Состою в браке,1,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,63002008,0,108,52561,12,5900,1,0,от 20000 до 50000 руб.,18700
106805878,38,1,Высшее,Не состоял в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,1,0,61053507,0,48,13899,5,9267,1,1,от 10000 до 20000 руб.,20000
106813361,24,1,Высшее,Не состоял в браке,0,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,65407934,0,8,8550,6,2000,1,1,от 10000 до 20000 руб.,10000
106813411,23,1,Среднее специальное,Разведен(а),1,1,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,65417028,0,12,6858,10,800,1,1,от 10000 до 20000 руб.,15000
106809509,41,0,Среднее,Состою в браке,1,1,1,0,Брянская область,Брянская область,Брянская область,0,0,62371365,0,156,20249,12,2250,1,0,от 20000 до 50000 руб.,25000
106806154,45,0,Среднее специальное,Состою в браке,2,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,61112114,0,204,4952,5,1000,1,1,от 20000 до 50000 руб.,15000
106809690,47,1,Среднее специальное,Состою в браке,0,0,0,1,Ставропольский край,Ставропольский край,Ставропольский край,0,0,62432777,0,48,9500,10,1100,1,0,от 5000 до 10000 руб.,8000
106804750,33,1,Высшее,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,59975641,0,72,19150,11,15000,1,0,от 10000 до 20000 руб.,7500
106815244,35,1,Высшее,Разведен(а),4,4,1,0,Башкирия,Башкирия,Башкирия,1,0,66902515,0,96,19820,10,10000,1,0,от 10000 до 20000 руб.,12000
106817375,28,0,Среднее специальное,Состою в браке,1,1,1,0,Марийская республика,Марийская республика,Марийская республика,1,0,73818706,0,36,8499,5,1500,1,0,от 20000 до 50000 руб.,15000
106818679,24,1,Среднее,Не состоял в браке,0,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,74658566,0,36,4660,3,1550,2,2,от 10000 до 20000 руб.,12000
106813459,24,1,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,65421222,0,15,5920,6,1500,1,1,от 10000 до 20000 руб.,6500
106817330,23,1,Среднее,Не состоял в браке,1,1,1,0,Калужская область,Калужская область,Калужская область,1,0,72300182,0,24,15380,9,2000,1,0,от 20000 до 50000 руб.,10000
106814261,58,1,Высшее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,66536210,0,324,13440,6,1500,2,2,свыше 50000 руб.,30000
106804956,46,1,Среднее специальное,Состою в браке,1,1,1,0,Астраханская область,Астраханская область,Астраханская область,0,1,60060877,0,94,4867,6,541,1,1,от 10000 до 20000 руб.,9000
106809804,56,1,Среднее,Не состоял в браке,3,0,0,1,Чувашия,Чувашия,Чувашия,0,0,62480671,0,48,2819,4,1000,1,1,от 5000 до 10000 руб.,6000
106815316,30,1,Высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,66911593,0,36,6550,6,5000,2,1,от 20000 до 50000 руб.,20000
106818368,43,1,Среднее,Состою в браке,2,2,1,0,Адыгея,Адыгея,Адыгея,0,0,74535813,0,300,35900,18,4060,2,1,от 10000 до 20000 руб.,10300
106819158,52,1,Среднее специальное,Состою в браке,3,0,1,0,Ленинградская область,Ленинградская область,Ленинградская область,1,0,75000210,0,120,17860,10,3000,1,0,от 20000 до 50000 руб.,18000
106812882,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,Еврейская АО,Еврейская АО,Еврейская АО,0,0,64895431,0,18,4758,6,712,1,0,от 5000 до 10000 руб.,5000
106814188,62,1,Высшее,Не состоял в браке,2,0,1,1,Кемеровская область,Кемеровская область,Кемеровская область,0,0,66524694,0,12,22286,8,0,3,3,от 10000 до 20000 руб.,16000
106810347,45,1,Высшее,Не состоял в браке,1,0,1,0,Ленинградская область,Ленинградская область,Ленинградская область,1,0,62774586,0,300,4310,6,1000,1,0,от 10000 до 20000 руб.,20000
106812866,49,0,Среднее специальное,Состою в браке,2,0,1,0,Московская область,Московская область,Московская область,1,0,64893740,0,60,12100,6,5000,1,0,от 10000 до 20000 руб.,7200
106813643,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,66078003,0,12,15292,6,2698,1,1,от 10000 до 20000 руб.,10000
106813892,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,0,0,66200802,0,12,8230,12,1452,1,0,от 5000 до 10000 руб.,7100
106811755,32,1,Среднее специальное,Не состоял в браке,0,0,1,0,Татарстан,Татарстан,Татарстан,0,0,64280086,0,42,42228,18,8000,1,0,от 10000 до 20000 руб.,10000
106813958,26,1,Высшее,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,Вологодская область,1,0,66325270,0,6,6278,6,3000,2,2,от 5000 до 10000 руб.,9500
106815055,37,1,Среднее,Разведен(а),2,2,1,0,Брянская область,Брянская область,Брянская область,0,0,66848020,0,60,7990,9,1000,4,3,от 5000 до 10000 руб.,7500
106805673,62,1,Среднее,Не состоял в браке,0,0,0,1,Приморский край,Приморский край,Приморский край,1,0,60461722,0,48,15570,6,1740,1,0,от 5000 до 10000 руб.,8000
106808604,27,0,Среднее специальное,Состою в браке,1,1,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,62022736,0,36,17091,10,1899,1,0,от 20000 до 50000 руб.,25000
106809817,55,1,Высшее,Состою в браке,1,0,1,0,Калужская область,Калужская область,Калужская область,1,0,62483081,0,216,5496,3,6000,1,1,от 10000 до 20000 руб.,15000
106817094,60,1,Среднее,Состою в браке,0,0,0,1,Хабаровский край,Хабаровский край,Хабаровский край,0,0,72268104,0,48,10939,3,2560,1,1,от 10000 до 20000 руб.,10000
106814135,29,1,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,66431938,0,39,18553,7,10000,3,3,от 20000 до 50000 руб.,11000
106813567,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,65499764,0,45,7066,6,800,1,1,от 20000 до 50000 руб.,14000
106818922,54,0,Среднее,Состою в браке,2,0,1,0,Приморский край,Приморский край,Приморский край,0,1,74941761,0,312,12443,3,10147,1,1,от 20000 до 50000 руб.,25000
106814290,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,1,0,66583592,0,36,19439,5,4500,2,2,от 10000 до 20000 руб.,11000
106804446,47,0,Среднее специальное,Состою в браке,2,1,1,0,Пермская область,Пермская область,Пермская область,1,1,59919794,0,252,3750,9,0,2,2,от 20000 до 50000 руб.,18000
106809619,26,0,Высшее,Состою в браке,1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,1,62387117,0,40,3490,10,500,1,0,от 10000 до 20000 руб.,10000
106810356,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,Приморский край,Еврейская АО,Еврейская АО,0,0,62778813,0,19,5984,6,1056,1,0,от 5000 до 10000 руб.,7000
106816568,28,1,Среднее,Не состоял в браке,1,1,1,0,Курганская область,Курганская область,Курганская область,1,0,67329786,0,36,6749,12,750,2,1,от 20000 до 50000 руб.,15000
106805189,38,1,Высшее,Состою в браке,2,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,1,60110588,0,72,6630,6,1200,1,1,от 20000 до 50000 руб.,13000
106814781,50,1,Среднее,Вдовец/Вдова,1,1,1,0,Томская область,Томская область,Томская область,1,0,66763141,0,47,20960,6,7000,2,2,от 10000 до 20000 руб.,14000
106811421,29,1,Высшее,Состою в браке,1,1,1,0,Камчатская область,Камчатская область,Камчатская область,1,0,63907516,1,60,20900,12,2400,1,0,свыше 50000 руб.,20000
106817817,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,74038489,0,30,12350,10,1500,1,0,от 5000 до 10000 руб.,7000
106814013,60,1,Среднее,Состою в браке,2,0,0,1,Костромская область,Костромская область,Костромская область,1,0,66333423,0,48,9000,3,4300,2,2,от 10000 до 20000 руб.,4500
106819034,37,0,Высшее,Состою в браке,1,2,1,0,Томская область,Томская область,Томская область,1,0,74961969,0,84,3528,4,392,2,2,от 20000 до 50000 руб.,45000
106809621,38,1,Высшее,Не состоял в браке,1,1,1,0,Ульяновская область,Ульяновская область,Ульяновская область,1,0,62387316,0,144,10506,12,10000,1,0,от 5000 до 10000 руб.,8000
106819216,37,0,Среднее,Состою в браке,1,2,1,0,Приморский край,Приморский край,Приморский край,0,1,75015765,0,216,9567,4,1063,3,3,от 20000 до 50000 руб.,28000
106810181,62,1,Среднее специальное,Состою в браке,0,0,1,1,Хабаровский край,Хабаровский край,Хабаровский край,1,0,62606484,0,444,7560,3,0,2,1,от 20000 до 50000 руб.,18000
106816808,36,1,Среднее специальное,Состою в браке,2,2,1,0,Липецкая область,Липецкая область,Липецкая область,1,0,67431493,0,192,4320,6,480,1,0,от 10000 до 20000 руб.,8000
106819002,48,1,Высшее,Состою в браке,1,0,1,0,Московская область,Московская область,Московская область,0,0,74958953,0,324,25330,6,3000,1,1,свыше 50000 руб.,20000
106815574,37,1,Высшее,Состою в браке,2,2,1,0,Бурятия,Бурятия,Бурятия,1,0,67014646,0,84,4560,3,1140,3,2,от 20000 до 50000 руб.,10500
106812631,47,1,Среднее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,0,64823205,0,24,38570,12,6000,1,0,от 10000 до 20000 руб.,12000
106817855,42,1,Среднее,Не состоял в браке,0,0,0,1,Горный Алтай,Горный Алтай,Горный Алтай,0,0,74167296,0,48,10740,10,1200,2,2,от 10000 до 20000 руб.,4500
106805795,51,1,Среднее специальное,Не состоял в браке,1,1,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,60530646,0,252,11100,3,2000,1,1,от 10000 до 20000 руб.,10000
106807930,42,0,Высшее,Состою в браке,2,2,1,0,Воронежская область,Воронежская область,Воронежская область,0,1,61833435,0,180,19457,12,3433,1,0,от 20000 до 50000 руб.,17000
106819156,64,0,Высшее,Разведен(а),2,0,0,1,Кемеровская область,Кемеровская область,Кемеровская область,0,0,74999771,0,48,10090,3,18000,1,1,от 20000 до 50000 руб.,16000
106812517,30,1,Высшее,Состою в браке,1,1,1,0,Московская область,Московская область,Московская область,0,0,64583954,0,10,15990,4,10000,1,1,от 20000 до 50000 руб.,20000
106815291,27,1,Высшее,Состою в браке,1,1,1,0,Ульяновская область,Самарская область,Самарская область,1,0,66908463,0,36,6590,6,1000,1,0,от 20000 до 50000 руб.,14000
106811996,41,1,Среднее специальное,Состою в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0,64372400,1,24,14400,10,1600,1,0,от 10000 до 20000 руб.,12000
106809862,30,1,Высшее,Не состоял в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,62488122,0,60,6050,6,6050,1,1,от 10000 до 20000 руб.,8000
106815042,34,0,Высшее,Состою в браке,1,1,1,0,Псковская область,Псковская область,Псковская область,0,0,66846129,0,6,5590,5,4000,2,2,от 20000 до 50000 руб.,15000
106815453,35,0,Высшее,Не состоял в браке,2,2,1,0,Коми,Коми,Коми,1,0,66962111,0,40,6480,6,1500,2,0,от 20000 до 50000 руб.,23000
106809680,53,1,Среднее,Состою в браке,0,0,1,0,Калмыкия,Калмыкия,Калмыкия,1,0,62431244,0,6,22500,9,3000,1,0,от 10000 до 20000 руб.,10000
106819127,23,0,Неоконченное высшее,Состою в браке,1,1,1,0,Адыгея,Адыгея,Адыгея,0,1,74994421,0,36,15216,12,0,2,1,от 10000 до 20000 руб.,12000
106807638,38,1,Среднее,Состою в браке,3,2,1,0,Орловская область,Орловская область,Орловская область,0,0,61462902,0,59,3800,6,1000,3,0,от 10000 до 20000 руб.,9000
106818863,47,0,Среднее,Не состоял в браке,0,0,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,74842460,0,12,39780,7,20000,1,0,от 20000 до 50000 руб.,20000
106806648,44,1,Среднее специальное,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,1,0,61238221,0,12,15800,12,3000,1,0,от 10000 до 20000 руб.,5000
106811620,27,1,Среднее специальное,Состою в браке,0,0,1,0,Костромская область,Костромская область,Костромская область,1,0,63990181,0,24,7189,5,1610,1,1,от 10000 до 20000 руб.,5000
106805610,33,0,Среднее,Состою в браке,2,2,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,60455295,0,36,22881,10,4000,1,1,от 20000 до 50000 руб.,30000
106819006,48,0,Среднее,Состою в браке,0,0,1,0,Астраханская область,Астраханская область,Астраханская область,0,0,74959193,0,120,51000,12,15000,2,2,от 10000 до 20000 руб.,15000
106811694,30,0,Среднее специальное,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,Мордовская республика,1,0,64002004,0,48,8998,9,1010,1,0,от 20000 до 50000 руб.,15000
106816963,24,1,Среднее специальное,Состою в браке,1,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,67539072,0,12,24990,12,5000,1,0,от 10000 до 20000 руб.,17000
106817820,24,1,Среднее,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,74039049,1,36,8610,12,0,1,0,от 5000 до 10000 руб.,4000
106806013,27,1,Среднее специальное,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,61082637,0,34,25200,5,2800,1,1,от 20000 до 50000 руб.,15000
106816495,47,1,Среднее,Разведен(а),1,0,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,67319986,0,10,9000,6,1000,2,1,от 10000 до 20000 руб.,10000
106809426,55,1,Среднее специальное,Состою в браке,2,0,1,0,Новгородская область,Новгородская область,Новгородская область,0,0,62259261,0,420,10980,12,0,1,0,от 10000 до 20000 руб.,5000
106815631,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Псковская область,Псковская область,Псковская область,0,0,67025736,0,48,5480,6,2500,1,1,от 10000 до 20000 руб.,10000
106806815,43,1,Среднее специальное,Состою в браке,2,2,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,61257075,0,67,23680,12,4000,1,0,от 10000 до 20000 руб.,12000
106818803,38,0,Среднее специальное,Состою в браке,2,0,1,0,Красноярский край,Красноярский край,Красноярский край,1,0,74832027,0,216,32200,24,4000,1,0,от 20000 до 50000 руб.,30000
106807968,58,0,Высшее,Состою в браке,0,0,1,0,Орловская область,Орловская область,Орловская область,0,0,61839665,0,72,4180,10,700,1,0,от 20000 до 50000 руб.,15000
106806693,31,1,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,61243333,0,42,31000,18,0,1,0,от 20000 до 50000 руб.,8000
106808122,27,1,Среднее специальное,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,1,0,61915043,0,2,22323,6,2500,1,1,от 10000 до 20000 руб.,11000
106818198,57,1,Среднее,Состою в браке,0,0,0,1,Приморский край,Приморский край,Приморский край,1,0,74480508,0,48,3600,3,1000,3,3,от 10000 до 20000 руб.,7000
106815732,37,1,Высшее,Не состоял в браке,1,1,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,67080092,0,37,20313,6,3585,4,4,от 20000 до 50000 руб.,25000
106810456,39,1,Неоконченное высшее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,62808403,0,72,31040,10,3449,1,0,от 20000 до 50000 руб.,9000
106806942,65,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61303391,0,48,7900,10,1000,1,0,от 10000 до 20000 руб.,7000
106811450,23,0,Среднее специальное,Состою в браке,2,2,1,0,Новгородская область,Новгородская область,Новгородская область,0,0,63910128,1,12,22781,5,1199,1,0,от 20000 до 50000 руб.,15000
106815414,26,1,Среднее специальное,Не состоял в браке,2,2,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,66923403,0,12,21250,6,2400,2,1,от 10000 до 20000 руб.,12000
106819340,45,1,Среднее,Разведен(а),0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,75036304,0,60,10790,18,1200,3,2,от 20000 до 50000 руб.,12000
106811054,49,1,Среднее специальное,Состою в браке,3,3,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,63586019,0,348,25158,12,2900,1,0,от 20000 до 50000 руб.,12000
106809662,64,1,Среднее,Состою в браке,2,0,0,1,Саратовская область,Саратовская область,Саратовская область,0,0,62427689,0,48,11500,6,3000,1,0,от 5000 до 10000 руб.,5100
106809286,56,1,Неполное среднее,Состою в браке,0,0,1,0,Омская область,Омская область,Омская область,0,0,62242342,0,240,26120,12,3000,2,0,от 20000 до 50000 руб.,15000
106818183,33,0,Среднее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,74478533,0,96,4000,3,3500,2,2,от 10000 до 20000 руб.,10000
106817762,59,1,Среднее специальное,Не состоял в браке,0,0,0,1,Иркутская область,Иркутская область,Иркутская область,0,0,74028224,0,48,9116,10,1050,1,0,от 5000 до 10000 руб.,6000
106810594,56,1,Среднее специальное,Состою в браке,0,0,1,1,Челябинская область,Челябинская область,Челябинская область,0,0,62987880,0,96,8650,6,850,1,0,от 10000 до 20000 руб.,12000
106804406,38,0,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,59915275,0,6,4869,6,1385,2,2,от 20000 до 50000 руб.,23000
106807194,45,1,Высшее,Разведен(а),2,2,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,61371650,0,276,26280,12,2920,1,0,от 10000 до 20000 руб.,7000
106811782,47,1,Среднее специальное,Разведен(а),2,1,1,0,Иркутская область,Иркутская область,Иркутская область,1,0,64334556,0,300,24199,12,8100,1,0,от 10000 до 20000 руб.,15000
106812455,29,1,Высшее,Состою в браке,1,1,1,0,Калининградская область,Калининградская область,Калининградская область,1,0,64561140,1,18,5579,6,620,1,0,от 20000 до 50000 руб.,13000
106818742,40,1,Высшее,Гражданский брак,1,1,1,0,Тверская область,Москва,Москва,1,0,74820333,1,60,15832,12,4000,1,1,свыше 50000 руб.,50000
106815113,34,1,Среднее,Разведен(а),0,0,1,0,Псковская область,Псковская область,Псковская область,1,0,66855586,0,6,7050,12,1250,3,2,от 5000 до 10000 руб.,5500
106819382,51,1,Высшее,Состою в браке,2,1,1,0,Ленинградская область,Санкт-Петербург,Санкт-Петербург,0,0,75075261,1,4,25330,12,2900,1,0,от 20000 до 50000 руб.,20000
106809527,34,0,Среднее,Состою в браке,1,1,1,0,Амурская область,Амурская область,Амурская область,0,0,62373503,0,18,5400,5,1400,1,0,от 5000 до 10000 руб.,7000
106804541,29,0,Среднее специальное,Состою в браке,1,1,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,1,0,59929846,0,12,5436,6,4000,1,1,от 20000 до 50000 руб.,25000
106813132,23,0,Среднее специальное,Состою в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,0,0,65218243,0,60,21620,6,6000,1,0,от 20000 до 50000 руб.,15000
106812896,55,1,Среднее,Состою в браке,1,0,0,1,Липецкая область,Липецкая область,Липецкая область,0,0,64897542,0,48,6000,12,1000,1,0,от 10000 до 20000 руб.,8000
106805601,52,1,Среднее специальное,Состою в браке,3,0,1,0,Башкирия,Башкирия,Башкирия,0,0,60454163,0,360,25313,9,4500,1,0,от 20000 до 50000 руб.,13000
106818731,48,1,Высшее,Состою в браке,2,2,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0,74818301,1,36,7280,3,1300,1,1,от 20000 до 50000 руб.,16000
106810068,25,0,Среднее специальное,Гражданский брак,0,0,1,0,Ивановская область,Ивановская область,Ивановская область,0,1,62592891,0,12,6374,3,1000,1,1,от 20000 до 50000 руб.,18000
106809259,61,0,Среднее,Состою в браке,2,0,0,1,Рязанская область,Рязанская область,Рязанская область,0,0,62236940,0,48,16189,12,1800,1,0,от 5000 до 10000 руб.,5900
106814432,37,1,Среднее,Состою в браке,3,2,1,0,Чувашия,Чувашия,Чувашия,0,0,66665887,0,6,4458,3,2500,6,6,от 20000 до 50000 руб.,9000
106806257,27,1,Высшее,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,1,0,61123199,0,36,30350,24,100,1,1,от 20000 до 50000 руб.,30000
106804462,51,0,Среднее специальное,Состою в браке,1,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,59922128,0,196,10693,6,1887,1,1,от 10000 до 20000 руб.,8000
106818110,41,1,Среднее специальное,Состою в браке,1,0,1,0,Карелия,Карелия,Карелия,0,0,74466113,1,110,6120,3,690,1,0,от 20000 до 50000 руб.,15000
106818268,33,0,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,0,74489394,0,87,9990,6,0,5,4,от 10000 до 20000 руб.,12000
106809842,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,62486591,1,8,4950,3,900,1,1,от 10000 до 20000 руб.,15000
106809866,42,1,Среднее специальное,Состою в браке,4,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,62488246,0,36,16244,6,5000,1,1,от 20000 до 50000 руб.,9500
106805094,24,0,Высшее,Состою в браке,2,3,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,1,60098292,0,18,10169,9,1130,1,0,от 10000 до 20000 руб.,15000
106806407,49,1,Среднее специальное,Состою в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,61149428,1,48,5097,3,2000,1,1,от 20000 до 50000 руб.,10000
106807988,43,0,Высшее,Состою в браке,2,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61842527,0,25,10286,5,2571,1,1,от 20000 до 50000 руб.,20000
106818740,44,0,Среднее специальное,Состою в браке,0,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,74819581,0,60,19404,12,2156,1,0,от 10000 до 20000 руб.,13000
106815935,35,0,Высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,67150897,0,100,33192,10,3688,2,2,от 20000 до 50000 руб.,35000
106811354,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,Кировская область,Кировская область,Кировская область,1,0,63896207,0,12,22803,12,5000,1,0,свыше 50000 руб.,35000
106808615,33,0,Среднее специальное,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,62024113,0,6,3050,6,0,1,0,от 10000 до 20000 руб.,7000
106810496,40,0,Среднее специальное,Состою в браке,1,1,1,0,Брянская область,Брянская область,Брянская область,0,0,62939592,0,192,14000,10,8540,1,0,от 10000 до 20000 руб.,9000
106817270,54,1,Среднее,Состою в браке,4,1,1,0,Тульская область,Тульская область,Тульская область,0,0,72292468,0,180,26658,10,2962,1,0,от 10000 до 20000 руб.,6000
106809827,63,1,Среднее,Не состоял в браке,0,0,0,1,Волгоградская область,Волгоградская область,Волгоградская область,0,0,62484669,0,48,5427,6,650,1,1,от 5000 до 10000 руб.,5000
106817597,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0,73846743,0,62,12000,18,2990,1,0,от 10000 до 20000 руб.,13500
106811199,41,1,Среднее специальное,Не состоял в браке,2,2,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,63623627,0,8,3535,3,1000,1,1,от 5000 до 10000 руб.,8000
106819207,35,1,Высшее,Разведен(а),1,1,1,0,Приморский край,Приморский край,Приморский край,1,0,75013977,0,132,9908,3,8082,2,2,от 20000 до 50000 руб.,30000
106813076,49,0,Среднее,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1,65204915,1,18,7499,10,1500,1,0,от 20000 до 50000 руб.,15000
